earnings,persons,kind,u18,ins,med_exp,div,assist,self_emp,unemp,spanish
53000,4,1,2,1800,0,0,0,2,1,2
70000,1,2,0,4784,50,0,0,2,2,1
40000,2,2,1,1000,500,1,0,2,2,2
35000,1,3,0,0,0,0,0,2,2,2
27500,3,1,1,0,0,0,0,2,1,2
143000,5,1,3,1300,870,0,0,2,1,1
11500,2,3,0,2256,300,0,0,2,1,2
87500,2,1,0,0,1000,0,0,2,2,2
0,1,2,0,0,300,0,0,2,2,2
40000,1,3,0,1260,0,0,0,2,2,2
0,1,2,0,0,300,0,0,2,2,2
16938,1,2,0,0,200,0,0,2,2,2
25000,2,3,1,1800,700,0,0,2,1,2
39066,4,1,0,1400,390,0,0,2,2,2
58000,4,1,1,0,5,0,0,1,2,2
117002,7,1,5,6000,300,0,0,2,1,2
100000,3,1,1,6000,150,5050,0,2,2,2
0,2,3,1,0,0,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
12000,3,1,1,600,0,0,0,2,2,2
31000,1,2,0,1650,200,10,0,2,2,2
95000,2,2,0,0,350,0,0,2,2,1
11359,1,3,0,0,0,0,0,2,1,2
10000,2,2,1,0,1200,0,0,2,2,2
20000,1,3,0,0,0,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
3800,1,2,0,0,0,0,0,2,1,2
1199999,4,1,0,4800,1850,7500,0,2,2,2
36000,1,2,0,1260,0,250,0,2,2,2
23000,1,2,0,1680,0,0,0,2,1,2
19144,1,2,0,1260,0,0,0,2,2,2
0,1,3,0,0,200,0,0,2,2,2
287000,3,1,1,5200,300,115,0,2,2,2
0,2,1,0,0,5000,0,0,2,2,2
54000,2,3,1,0,150,0,0,2,2,2
0,1,3,0,2829,796,0,0,2,2,2
0,1,3,0,3216,0,0,0,2,2,2
0,1,3,0,0,900,0,0,2,2,2
0,1,2,0,40,2500,0,0,2,2,2
0,2,1,0,20000,200,686,0,2,2,2
0,2,1,0,0,0,0,0,2,2,2
22000,2,1,0,0,5000,32785,0,2,1,2
50000,1,3,0,480,1000,0,0,2,2,2
225000,1,2,0,2400,0,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
23000,5,3,4,336,960,0,0,2,1,2
150000,2,1,0,6000,6200,0,0,2,2,2
263811,1,3,0,100,2000,660,0,2,2,2
170000,2,1,0,3000,5200,45005,0,2,2,2
0,2,1,0,0,0,7,0,2,2,2
42000,2,3,0,0,1000,0,0,2,2,2
202000,2,1,0,1000,1000,0,0,2,2,2
62000,4,1,2,4000,360,150,0,2,2,2
0,1,3,0,2000,737,0,0,2,2,2
450000,3,1,1,1000,2300,7000,0,2,1,2
0,1,3,0,0,0,0,0,2,2,2
50000,1,3,0,0,100,0,0,2,2,2
50000,1,2,0,0,100,0,0,2,2,2
140000,1,3,0,312,0,0,0,2,2,2
100000,1,3,0,312,0,0,0,2,2,2
15300,3,3,0,0,8250,1198,1500,2,2,2
58000,1,2,0,240,300,0,0,2,2,2
1730,2,1,0,1000,300,0,0,2,2,2
100000,2,1,0,0,3000,400,0,2,1,2
0,1,3,0,0,200,0,0,2,2,2
104000,2,3,0,1962,200,500,0,2,2,2
0,2,1,0,2160,9200,0,0,2,2,2
0,2,3,0,0,3100,0,0,2,2,2
0,1,2,0,972,500,0,0,2,2,2
0,1,2,0,0,0,0,0,2,2,2
150000,3,1,1,5000,1150,7000,0,2,2,2
39000,1,3,0,2500,2000,200,0,2,2,2
22000,2,3,0,7712,1008,0,0,2,1,2
0,1,2,0,0,4500,0,0,2,2,2
140000,2,2,0,543,7600,1000,0,2,2,2
0,2,1,0,7600,400,0,0,2,2,2
0,1,3,0,180,300,0,0,2,2,2
70000,1,2,0,0,0,50,0,2,2,2
86000,1,2,0,0,0,0,0,2,2,2
0,1,2,0,0,740,0,0,2,2,2
0,1,3,0,2100,1000,0,0,2,2,2
0,1,3,0,0,90,0,0,2,2,2
20000,1,3,0,0,20,0,0,2,1,2
20000,1,3,0,0,0,0,0,2,1,2
0,2,1,0,180,300,7000,0,2,2,2
0,1,2,0,0,0,0,0,2,1,2
30000,3,1,0,0,50,65,0,2,1,2
0,2,1,0,960,3200,50,0,2,2,2
68000,3,2,0,3743,2000,0,0,2,2,2
34000,1,2,0,0,175,0,0,2,2,2
57000,1,2,0,1800,600,0,0,2,2,2
101000,2,1,0,0,350,7000,0,2,1,2
0,4,1,0,0,100,0,0,2,2,2
163100,4,2,1,7200,2800,1,0,2,2,2
72000,2,1,0,2400,400,0,0,2,2,2
0,1,3,0,15000,250,0,0,2,2,2
0,1,2,0,2052,5000,0,0,2,2,2
58901,2,1,0,4000,1130,32,0,1,2,1
96000,4,1,2,4000,8100,2530,0,2,2,2
87000,3,1,1,0,100,0,0,2,2,2
1872,1,3,0,7848,240,0,0,2,2,2
131500,3,1,0,3000,425,4000,0,2,2,2
65000,5,1,0,11000,500,0,0,2,2,2
14000,2,2,0,1200,2000,0,0,2,1,2
0,2,1,0,2160,800,0,0,2,2,2
150000,4,1,2,7500,5000,500,0,2,2,2
84000,1,2,0,1800,600,0,0,1,2,2
108408,1,3,0,1500,0,10000,0,2,2,2
164000,4,1,2,0,200,0,0,2,2,2
76000,6,1,4,0,850,0,0,2,2,2
23660,1,2,0,0,0,0,0,2,2,1
172150,6,1,2,1000,2950,0,0,2,2,2
30000,2,1,0,0,2000,0,0,2,2,2
30000,4,1,2,0,0,0,0,2,2,1
50000,1,2,0,1650,200,2,0,2,2,2
72002,1,2,0,1800,600,0,0,2,2,2
125000,5,1,3,5000,350,1001,0,2,2,2
40002,3,1,0,1980,900,0,0,2,2,2
35000,3,1,1,4000,300,0,0,2,1,2
12000,1,2,0,0,0,0,0,2,2,2
4000,2,3,0,1793,200,1,0,2,1,2
0,1,3,0,40,2500,0,0,2,2,2
98000,1,2,0,2000,1000,100,0,2,2,2
0,2,3,0,0,1000,1000,0,2,2,2
0,2,1,0,960,3200,0,0,2,2,2
230400,3,1,1,500,1450,3100,0,1,2,2
0,1,3,0,0,0,0,0,2,2,2
86000,2,1,0,900,500,1400,0,1,2,2
0,1,2,0,0,0,0,0,2,2,2
8000,1,2,0,300,100,25000,0,2,2,2
30000,1,2,0,300,1000,0,0,2,2,2
0,1,2,0,1500,200,20000,0,2,2,2
114000,2,1,0,2700,700,0,0,2,2,2
136000,4,1,2,5400,600,0,20000,2,2,2
0,2,1,0,960,3200,49,0,2,2,2
20002,4,3,3,0,720,0,0,1,2,2
25000,2,3,0,1860,3125,0,0,2,2,1
23000,3,3,0,0,1100,0,0,2,1,2
40000,1,2,0,0,0,0,0,2,2,2
24000,3,3,0,0,600,0,0,2,1,2
50000,1,2,0,0,0,0,0,2,2,2
110000,1,2,0,900,300,0,0,2,2,2
150000,1,2,0,0,0,0,0,2,2,2
80000,1,2,0,0,0,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
20000,1,2,0,0,2500,0,0,2,2,2
40000,1,3,0,0,0,0,0,2,1,2
52000,2,1,0,2400,0,0,0,1,1,2
0,1,3,0,2900,500,0,0,2,2,2
0,1,2,0,1900,3000,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
188000,2,1,0,7000,3000,0,0,2,2,2
335000,5,1,0,3000,575,0,0,2,2,2
85000,2,2,0,1800,600,0,0,2,2,2
10329,1,3,0,0,0,7200,0,2,1,2
198000,6,1,4,3200,1600,0,0,2,2,2
415000,2,1,0,7800,600,200,0,2,2,2
96000,2,1,0,3600,240,2,0,2,1,2
234700,5,1,0,3000,425,0,0,2,1,2
72000,1,2,0,1800,600,40,0,2,2,2
320000,2,1,0,3200,3100,0,0,2,2,2
45000,2,2,1,300,100,0,0,2,1,1
30000,3,3,0,18000,200,0,0,2,2,1
30000,1,2,0,1800,600,0,0,2,1,2
50000,1,3,0,3000,6000,0,0,2,2,1
97720,4,1,1,6344,2000,0,0,2,2,1
29000,2,1,0,3000,1060,0,0,2,1,1
20000,2,3,1,2400,1500,0,0,2,1,2
43500,3,1,1,0,500,0,0,2,1,2
75000,2,3,1,4800,350,0,0,2,2,2
40800,4,3,3,800,1500,0,0,2,2,2
35000,1,2,0,300,100,0,0,2,2,2
163000,4,1,2,5000,5700,0,0,2,2,2
134380,3,1,0,624,50,0,0,2,2,2
110000,4,1,2,0,2000,0,0,2,1,2
102000,4,1,2,2500,3350,0,0,2,2,2
152000,3,1,1,5000,1900,10,0,2,1,2
0,3,2,1,0,1500,0,0,2,2,2
0,2,1,0,24000,1000,0,0,2,2,2
11520,2,3,1,60,1050,0,0,2,2,2
117850,5,2,2,7200,2500,0,0,2,1,2
94600,3,1,1,4800,3200,0,0,2,2,2
25000,3,3,2,0,0,0,0,2,1,2
-9999,3,3,2,0,0,0,0,1,1,2
35000,1,2,0,0,0,0,0,1,2,2
128000,2,2,0,3600,1200,0,0,2,2,2
35000,1,3,0,300,100,0,0,2,2,2
75000,1,3,0,1800,600,0,0,2,2,2
1200,1,3,0,0,15,0,0,2,2,2
5400,3,2,2,250,1250,0,0,2,1,2
52000,1,3,0,1600,2000,0,0,2,2,2
182000,3,1,1,4800,420,200,0,2,2,2
51000,4,1,0,0,400,0,0,2,2,2
60000,3,3,1,2500,6300,0,0,2,2,2
15000,1,2,0,0,0,0,0,2,2,2
0,1,3,0,0,5000,0,0,2,2,2
52472,4,1,0,2900,400,0,0,2,1,2
0,2,1,0,500,650,0,0,2,2,2
0,2,1,0,0,0,0,0,2,2,2
180000,4,1,1,4800,420,128,0,2,1,2
0,2,1,0,7224,1300,88,0,2,2,2
0,2,1,0,0,1830,0,0,2,2,2
86077,5,1,3,6000,650,0,0,2,2,2
123000,2,1,0,900,500,0,0,2,2,2
122900,4,1,0,3000,575,0,0,2,2,2
100500,4,1,2,0,300,25,0,2,2,2
0,2,1,0,2000,900,0,0,2,2,2
0,2,1,0,8280,3600,0,0,2,2,2
0,1,2,0,0,0,0,0,2,2,2
40000,4,1,2,800,300,0,0,2,2,2
92000,2,1,0,5292,600,0,0,2,1,2
70200,2,3,1,1500,4150,0,0,1,2,2
47486,1,3,0,1800,500,0,0,2,1,2
107000,3,2,0,1800,900,1070,0,2,2,2
21500,4,3,3,0,400,0,0,2,1,2
15000,1,3,0,500,200,0,0,2,1,2
37000,1,2,0,500,0,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
13000,3,2,2,0,50,0,0,2,1,2
27000,1,2,0,2400,0,0,0,2,2,2
17000,2,3,1,0,210,0,0,2,2,2
12000,2,2,0,1020,500,70,0,2,2,2
126000,2,2,0,1500,1075,1,0,1,1,2
0,1,3,0,0,100,0,0,2,2,2
79000,2,2,1,1200,200,0,0,2,2,2
27000,1,3,0,0,100,0,0,2,2,2
-2999,4,1,2,720,0,0,0,1,1,2
16500,3,1,0,10800,5200,0,0,2,1,2
295000,2,1,0,0,400,0,0,2,1,2
0,1,2,0,0,0,0,0,2,2,2
0,1,3,0,15000,250,0,0,2,2,2
145000,2,1,0,1200,350,0,0,2,2,2
48403,2,1,0,3000,160,0,0,2,2,2
115002,2,3,0,1800,700,0,0,1,2,2
536000,5,1,3,0,550,10300,0,2,2,2
0,1,3,0,700,2000,2000,0,2,2,2
200000,1,2,0,600,2000,500,0,2,2,2
55000,4,1,2,4800,5340,0,0,2,2,2
33000,1,2,0,0,500,250,0,2,2,2
39000,1,2,0,0,250,0,0,2,2,2
40000,1,3,0,0,250,0,0,2,1,2
425000,3,1,0,4800,4400,65000,0,2,1,2
183000,4,1,0,4800,1850,200,0,2,2,2
0,1,3,0,0,200,10,0,2,2,2
20078,2,1,0,2436,335,0,0,2,1,2
41000,1,3,0,0,110,2519,0,2,2,2
60000,2,1,0,2400,2000,0,0,2,2,2
0,2,1,0,1000,250,0,0,2,2,2
70000,1,2,0,1800,500,0,0,2,2,2
52000,1,3,0,0,100,0,0,2,2,2
4000,2,1,0,0,400,0,0,2,2,2
90000,3,1,1,4800,370,0,0,2,2,2
1099999,2,2,1,0,600,50,0,2,2,2
19000,4,1,2,0,1300,0,0,2,1,2
385000,6,1,4,0,600,95020,0,2,2,2
73500,4,1,2,3200,600,0,0,2,1,2
75000,3,1,0,9600,600,0,0,2,2,2
44000,4,1,2,0,1550,0,0,2,1,2
0,2,1,0,0,175,0,0,2,2,2
0,3,1,1,0,0,0,0,2,2,2
0,1,3,0,4355,3500,0,0,2,2,2
140000,5,1,3,5076,1800,0,0,1,2,2
18000,1,3,0,1500,1500,0,0,2,1,2
14000,2,1,0,2410,1500,0,0,2,1,2
18000,1,3,0,0,300,0,0,2,2,2
26000,2,1,0,5292,600,5000,0,2,2,2
30000,2,1,0,7740,3000,0,0,2,1,2
0,1,3,0,2400,1044,0,0,2,2,2
230000,1,2,0,2400,300,0,0,1,2,2
80000,2,1,0,5292,400,0,0,2,1,2
40000,1,2,0,0,500,0,0,2,1,2
248000,3,1,0,0,750,1000,0,2,2,2
0,2,1,0,960,600,0,0,2,2,2
90000,2,2,0,6000,500,0,0,2,1,2
225000,3,2,0,11000,3000,10000,0,2,2,2
35000,3,3,2,5000,700,0,0,2,2,2
990000,1,2,0,0,5000,0,0,2,2,2
75000,2,2,1,1800,50,0,0,2,2,2
9500,1,3,0,600,50,0,0,2,1,2
70120,2,1,0,976,2114,0,0,1,2,2
55000,5,1,3,5200,200,0,0,2,2,2
17722,4,1,2,0,0,0,0,2,1,2
81000,1,2,0,4200,500,0,0,2,2,2
0,1,2,0,2400,1000,0,0,2,2,2
0,1,2,0,0,200,0,0,2,2,2
0,2,1,0,0,756,0,0,2,2,2
0,1,3,0,0,40,0,0,2,2,2
0,1,2,0,9,0,0,0,2,2,2
7000,3,1,0,6000,200,0,0,2,2,2
0,2,1,0,720,1941,0,0,2,2,2
0,1,3,0,720,871,0,0,2,2,2
10170,2,3,0,3204,1430,3347,0,2,2,2
33000,3,1,0,3200,500,0,0,2,2,2
350000,3,1,1,1800,3600,0,0,2,2,1
49000,6,1,2,0,600,0,0,2,1,2
27600,1,3,0,1200,180,0,0,2,1,2
115000,4,1,2,3804,100,2600,0,2,2,2
40000,1,3,0,3000,100,0,0,2,2,2
25000,1,2,0,0,500,0,0,2,2,2
84850,3,1,0,2148,10015,3500,0,1,2,2
259000,4,1,0,4800,4900,2500,0,2,2,2
6840,2,1,0,450,50,0,0,2,1,2
88000,2,1,0,0,500,0,0,2,1,2
62000,2,1,0,0,1000,0,0,2,2,2
0,2,3,1,0,0,0,0,2,2,2
46000,1,3,0,0,500,0,0,1,2,2
13200,3,3,1,0,150,0,0,2,1,2
13200,2,3,1,0,50,0,0,2,1,2
3000,2,3,0,372,170,0,0,2,2,2
130000,5,1,3,1800,2820,0,0,2,2,2
580500,4,1,2,0,3500,275,0,1,2,2
103442,4,1,0,1200,3200,1500,0,2,2,2
150000,3,1,0,1000,1900,0,0,2,2,2
54000,6,1,4,0,2750,0,0,2,2,2
75000,4,1,2,2000,4000,0,0,2,1,2
110000,4,1,2,2400,100,100,0,2,1,2
4000,1,3,0,150,100,0,0,2,1,2
59000,1,3,0,17000,2000,300,0,2,2,2
0,2,1,0,0,400,200,0,2,2,2
0,1,2,0,420,0,0,0,2,2,2
0,1,2,0,228,0,0,0,2,2,2
6000,2,3,0,0,175,100,0,1,2,2
30000,1,2,0,0,25,0,0,1,2,2
0,2,1,0,0,400,260,0,2,2,2
0,1,3,0,228,0,0,0,2,2,2
10000,2,3,0,228,15,0,0,2,2,2
0,2,1,0,0,400,0,0,2,2,2
37000,2,1,0,5050,600,0,0,2,2,2
80000,2,1,0,0,200,0,0,2,1,2
0,2,1,0,1800,700,249,0,2,2,2
0,1,3,0,228,0,0,0,2,2,2
90000,3,1,1,5000,450,0,0,2,1,2
25000,1,3,0,0,20,0,0,2,1,2
0,1,3,0,0,200,0,0,2,2,2
5000,1,3,0,1920,600,550,0,2,2,2
0,1,3,0,0,100,0,0,2,2,2
60000,1,2,0,0,100,0,0,2,1,2
70000,2,1,0,5000,1200,0,0,2,2,2
0,1,2,0,0,0,0,0,2,2,2
0,1,3,0,720,200,0,0,2,2,2
40000,1,2,0,2500,100,0,0,2,1,2
75681,1,2,0,2000,500,0,0,2,2,2
0,1,2,0,0,1800,500,0,2,2,2
45000,1,3,0,19000,300,0,0,2,1,2
35000,1,2,0,0,500,0,0,2,2,2
20000,4,1,2,0,100,0,0,2,2,1
0,2,2,0,1000,500,0,0,2,2,2
0,2,2,1,0,200,0,0,2,2,2
45000,1,3,0,2375,0,0,0,2,2,2
75000,4,1,2,6000,650,0,0,2,1,2
65000,1,2,0,0,400,100,0,2,2,2
145000,4,1,2,0,400,0,0,2,2,2
114000,1,2,0,18000,500,0,0,2,2,2
0,1,3,0,0,100,0,0,2,2,2
108000,2,1,0,5292,600,0,0,2,1,2
120000,4,1,2,0,0,160,0,2,2,2
35000,1,3,0,2500,300,0,0,2,1,2
15600,3,1,0,10,840,950,0,2,1,2
2704,4,1,2,6000,0,1000,0,2,1,2
78000,3,1,0,0,800,73000,0,2,2,2
72000,2,1,0,1000,200,0,0,2,2,2
100000,3,1,1,5000,200,0,0,2,2,2
104045,3,1,1,3600,800,0,0,1,2,2
0,1,3,0,0,0,0,0,2,2,2
97000,4,1,2,0,1550,0,0,2,2,2
0,1,2,0,3440,400,0,0,2,2,2
2494,1,3,0,1740,3000,4000,0,2,2,2
156600,2,1,0,5000,200,0,0,2,2,2
221500,3,1,0,0,800,10,0,2,2,2
0,1,3,0,520,125,0,0,2,2,2
101000,4,1,2,2600,100,0,0,2,1,2
100000,2,1,0,2400,5200,425,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
187000,3,1,0,5800,6200,0,0,2,2,2
0,1,3,0,520,125,0,0,2,2,2
200000,4,1,2,2400,2200,5,0,2,1,2
8500,3,1,0,1200,6000,0,0,2,1,2
90000,1,3,0,3400,25,3000,0,2,2,2
0,1,3,0,0,0,600,0,2,2,1
125000,2,2,0,9400,3050,0,0,2,2,2
793,1,3,0,0,800,0,0,2,2,2
60000,1,3,0,300,300,0,0,2,1,2
8000,2,3,0,0,0,0,0,2,2,1
0,1,3,0,0,500,0,0,2,2,2
78000,1,2,0,0,110,0,0,2,2,2
80000,1,2,0,3400,80,0,0,2,2,2
65000,2,1,0,500,6000,0,0,2,2,2
100000,1,2,0,250,80,22,0,2,2,2
172000,5,1,3,3600,1000,2,0,2,2,2
250000,3,1,1,850,100,0,0,1,2,2
12000,1,3,0,1500,0,0,0,1,1,2
30000,1,3,0,6000,3000,0,0,2,2,2
49000,1,2,0,0,400,0,0,2,2,2
91001,2,1,0,11000,4000,0,0,2,2,2
200000,2,1,0,0,1110,0,0,2,2,2
90000,2,1,0,6000,1400,0,0,2,1,2
0,2,1,0,7600,400,0,0,2,2,1
160000,4,1,2,0,650,0,0,2,2,2
0,1,3,0,1789,500,0,0,2,2,2
52000,3,1,0,0,500,0,0,1,1,2
36000,2,3,1,1248,350,0,0,2,1,2
0,1,2,0,0,0,0,0,2,1,1
20000,2,1,0,0,5200,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
0,3,3,2,4000,500,0,0,2,2,2
50000,1,2,0,0,0,0,0,2,2,2
23400,3,3,2,0,100,0,0,2,2,2
43000,2,3,0,5000,4100,0,0,2,1,2
43000,1,2,0,5000,4000,0,0,2,2,2
35000,1,2,0,1248,300,0,0,2,2,2
80000,1,3,0,6000,0,40,0,2,2,2
83000,2,1,0,5000,800,0,0,2,1,2
0,2,3,1,8000,550,0,0,2,2,1
48880,1,2,0,0,100,0,0,2,2,1
105000,2,1,0,0,3300,0,0,2,2,2
65000,1,2,0,0,400,0,0,2,2,2
70000,1,2,0,6000,0,0,0,2,2,1
4000,3,1,0,450,50,0,0,2,2,2
55000,3,1,1,5000,800,23,0,2,1,1
22000,5,3,3,0,0,0,0,2,2,1
8580,3,3,0,970,175,0,0,2,2,1
0,3,3,2,800,75,0,0,2,2,2
60000,1,2,0,0,150,0,0,2,2,1
184140,4,1,1,7634,2037,0,0,2,1,2
148000,5,1,2,11000,8400,0,0,2,2,2
35000,1,3,0,6000,0,0,0,2,2,2
34000,2,2,0,1400,390,0,0,2,1,2
66000,4,1,1,8636,1150,0,0,2,2,2
37000,3,2,2,800,236,0,0,2,1,1
101000,5,1,3,6000,550,0,0,2,2,1
60000,5,1,3,6000,550,0,0,2,1,1
72000,5,1,3,6000,550,0,0,2,2,1
96000,4,1,1,11000,8000,0,0,2,1,1
0,2,3,1,0,600,0,0,2,2,1
57000,4,1,2,3380,560,0,0,2,1,1
37000,1,3,0,0,190,0,0,2,2,1
38450,2,3,1,2500,3500,0,0,2,2,1
0,1,3,0,0,0,0,0,2,2,2
65000,2,1,0,6000,1000,0,0,2,2,2
0,2,1,0,0,0,0,0,2,2,2
35000,3,3,2,800,236,0,0,2,2,1
0,1,3,0,2065,2600,60,0,2,2,2
0,2,1,0,0,7000,56000,0,2,2,2
194070,3,1,1,5500,3520,0,0,2,2,2
0,1,3,0,0,0,0,0,2,1,2
0,2,1,0,300,120,0,0,2,2,2
0,2,1,0,300,120,0,0,2,2,2
115180,5,1,2,6136,4520,0,0,2,2,2
32000,2,1,0,7800,4400,18000,0,2,2,2
0,1,3,0,2065,2600,0,0,2,2,2
0,3,3,2,0,0,0,0,2,2,2
0,2,2,1,0,0,0,0,2,1,2
49872,5,1,0,6525,525,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
62500,2,1,0,10000,800,0,0,2,2,2
59000,1,2,0,2400,200,0,0,2,2,2
153500,2,1,0,5500,3020,10,0,2,2,2
119000,3,1,1,5000,1900,0,0,2,2,2
150000,5,1,3,0,4300,0,0,1,2,2
0,1,2,0,2800,400,0,0,2,2,2
0,2,1,0,0,0,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
300000,1,2,0,6000,3000,0,0,2,2,2
54000,1,3,0,0,800,0,0,2,2,2
20000,1,3,0,0,20,8,0,2,2,1
0,1,3,0,0,0,0,0,2,2,1
97000,2,1,0,4800,7000,500,0,2,1,2
195000,3,1,1,8825,7000,75000,0,2,1,2
138500,4,1,1,3000,100,0,0,2,2,2
105000,3,1,1,6000,4500,0,0,1,2,2
300,2,3,1,0,325,0,0,1,2,2
0,1,2,0,0,75,0,0,2,2,2
85000,1,2,0,2400,25,0,0,2,2,2
14799,2,1,0,8000,100,0,0,1,1,2
390047,3,1,0,6865,9600,0,0,1,2,2
54000,1,3,0,600,1000,0,0,2,1,2
62000,1,2,0,600,1000,0,0,2,2,2
0,1,3,0,0,20,0,0,2,2,2
7000,1,2,0,2500,3500,0,0,2,1,2
131520,2,1,0,3000,1500,0,0,2,2,2
0,2,1,0,600,400,0,0,2,2,2
66000,4,1,1,1875,0,0,0,2,2,1
154000,4,1,2,6500,1000,0,0,2,2,2
110000,2,1,0,600,1000,0,0,2,2,2
72000,2,1,0,4800,8000,0,0,2,2,2
0,3,2,0,0,0,0,0,2,2,2
0,1,3,0,2400,500,12000,0,2,2,2
110000,5,1,1,14800,2500,3000,0,2,2,1
100000,2,2,1,7200,1200,3000,0,2,2,1
0,1,3,0,5000,900,0,0,2,2,2
52000,3,2,0,1092,500,0,0,2,2,2
0,1,3,0,0,400,0,0,2,2,2
40000,2,2,0,1500,3000,0,0,2,2,2
20280,5,1,3,0,50,0,0,2,1,2
0,2,1,0,0,200,0,0,2,2,1
32000,2,1,0,6634,1037,0,0,1,2,2
56800,3,1,1,7202,668,0,0,1,1,2
48000,2,1,0,0,20,0,0,2,1,1
65000,1,2,0,600,1000,0,0,2,1,2
50000,1,3,0,600,1000,0,0,2,2,2
29472,1,3,0,3500,1500,0,0,2,2,1
40500,5,3,1,1634,149,0,0,2,1,1
60000,3,3,1,3500,2100,100,0,2,2,1
41000,2,3,0,6000,1000,0,0,2,2,1
43000,2,2,1,1092,500,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
179202,5,1,2,7200,1160,0,0,2,2,2
125000,5,1,3,600,3400,0,0,1,1,2
155000,4,1,2,200,0,11000,0,2,2,2
36000,2,2,1,0,2500,0,0,2,2,2
50000,1,3,0,500,1500,0,0,2,2,2
34500,5,3,2,1875,0,0,0,2,1,1
60000,1,2,0,0,0,0,0,2,2,1
0,1,2,0,0,0,0,0,2,2,1
30000,1,2,0,1092,500,0,0,2,2,2
36000,1,3,0,1860,2670,0,0,2,2,1
0,1,3,0,0,455,0,0,2,2,1
30000,2,2,1,500,2500,0,0,2,1,2
82000,1,3,0,600,1000,1,0,2,2,2
0,1,2,0,100,0,0,0,2,2,2
0,1,2,0,100,0,0,0,2,2,2
107000,4,1,2,6800,0,0,0,2,1,2
0,1,2,0,0,80,0,0,2,2,2
24000,1,3,0,1118,40,0,0,2,2,2
0,2,1,0,7205,5200,0,0,2,2,2
9000,3,3,2,5200,200,0,0,2,2,2
65000,1,2,0,0,0,0,0,1,2,2
155000,4,1,0,6800,0,0,0,2,2,2
11258,2,1,0,0,0,0,0,2,1,2
0,1,3,0,1224,194,0,0,2,2,2
37000,1,3,0,0,800,0,0,2,2,2
41600,2,1,0,600,2000,0,0,2,2,2
31000,1,3,0,1430,40,0,0,2,2,2
50000,2,1,0,3600,800,0,0,1,2,2
22000,1,3,0,1536,700,0,0,2,2,2
0,2,1,0,0,1700,0,0,2,2,2
113002,1,2,0,3000,1000,0,0,1,2,2
230000,2,1,0,0,0,0,0,2,2,2
98000,3,1,0,8103,1310,0,0,2,1,1
0,2,1,0,3048,4000,0,0,2,2,2
26000,2,1,0,0,0,1500,0,2,1,2
2200,1,3,0,0,100,0,0,2,1,2
62000,1,2,0,0,1000,0,0,2,2,2
58002,2,1,0,1718,120,0,0,1,2,2
28000,2,1,0,0,2500,0,0,2,2,2
93000,2,1,0,4800,1300,100,0,2,1,2
43000,4,1,2,0,8295,0,0,2,2,2
107000,2,3,1,0,1500,0,0,2,2,2
127000,3,1,1,2180,5000,0,0,2,1,2
11425,3,3,2,0,0,0,0,2,2,2
7000,1,2,0,0,100,0,0,2,2,2
0,1,2,0,0,300,0,0,2,2,2
23000,2,1,0,400,0,0,0,2,1,2
34257,1,3,0,1430,40,0,0,2,2,2
114000,4,1,2,0,1450,0,0,2,2,2
22880,3,1,0,2150,1981,1000,0,2,2,2
66200,4,1,1,3016,1990,0,0,2,2,2
41000,4,2,0,0,0,0,0,2,1,2
8160,1,3,0,0,0,0,0,2,1,1
50000,3,2,2,3500,100,0,0,2,2,2
44000,1,3,0,0,800,0,0,2,2,2
64000,1,2,0,1300,100,0,0,2,2,2
60000,4,2,3,0,0,0,0,2,2,2
32000,4,3,3,0,90,0,0,2,2,2
28000,1,3,0,0,20,0,0,2,2,2
8000,3,3,2,0,0,0,0,2,2,2
55000,1,2,0,3900,20,0,0,2,2,2
54950,5,1,3,5600,45,0,0,2,1,2
30000,8,1,6,0,0,0,0,1,2,2
139000,3,1,0,8084,2000,0,0,2,2,2
90104,3,1,1,6500,1000,0,0,2,2,2
18000,3,3,2,0,0,0,0,2,2,2
127000,3,1,0,11600,1100,0,0,2,1,2
145002,3,2,0,30,6000,0,0,2,2,2
125002,2,1,0,20,4000,0,0,2,2,2
171000,5,1,0,4000,7200,0,0,2,2,2
54500,3,1,1,1200,100,0,0,2,2,2
57000,4,3,2,4100,1000,0,0,2,2,2
14000,1,2,0,1300,40,0,0,2,1,2
94000,2,1,0,4010,450,0,0,2,2,2
80500,2,1,0,984,1000,58,0,2,2,2
148850,4,1,0,3000,800,0,0,1,2,2
120000,3,1,0,500,850,4450,0,1,2,2
0,1,2,0,0,20,0,0,2,2,2
68000,1,3,0,1000,0,3000,0,2,2,2
82000,1,2,0,1000,0,3000,0,2,2,2
66000,3,3,0,300,295,0,0,2,1,1
0,2,1,0,4480,200,0,0,2,2,2
93338,3,3,2,900,950,0,0,2,2,2
